Sequence;ASAP_patri;ASAP_pair;ABGD_init_patri;ABGD_init_pair;ABGD_recur_patri;ABGD_recur_pair;locMin_patri;locMin_pair;Ward_patri;Ward_pair;Refined_patri;Refined_pair;GMYC_single;GMYC_multi;bGMYC_001;bGMYC_005;mPTP;bPTP_p0.01;KoT_t4;KoT_t6;KoT_t8
ZPLMX411N06_B_tubicen_Guatemala_BOLD_AAD9782;2;7;2;7;3;28;2;3;6;6;2;3;1;9;8;9;6;6;7;6;6
BROA022N21_Bosmina_Brazil_BOLD_AEO1713;7;8;10;8;13;29;10;14;15;18;8;14;4;2;9;10;14;18;8;7;7
BROA080N21_Bosmina_Brazil_BOLD_AEO1713;7;8;10;8;13;29;10;14;15;18;8;14;4;2;9;10;14;18;8;7;7
Liederobosmina_Argentina02a;7;8;10;8;13;29;10;14;15;18;8;14;4;2;9;10;14;18;8;7;7
Liederobosmina_Argentina02b;7;8;10;8;13;29;10;14;15;18;8;14;4;2;9;10;14;18;8;7;7
Liederobosmina_Argentina02c;7;8;10;8;13;29;10;14;15;18;8;14;4;2;9;10;14;18;8;7;7
PV786644_B_sp;7;8;10;8;13;29;10;14;15;18;8;14;4;2;9;10;14;18;8;7;7
CAISN020N12_Bosmina_Canada_BOLD_AAW7791;9;9;12;9;16;30;12;18;18;22;10;18;7;5;6;6;17;22;9;8;8
CAISN022N12_Bosmina_Canada_BOLD_AAW7791;9;9;12;9;16;30;12;18;18;22;10;18;7;5;6;6;17;22;9;8;8
CAISN034N12_Bosmina_Canada_BOLD_AAW7791;9;9;12;9;16;30;12;18;18;22;10;18;7;5;6;6;17;22;9;8;8
CAISN035N12_Bosmina_Canada_BOLD_AAW7791;9;9;12;9;16;30;12;18;18;22;10;18;7;5;6;6;17;22;9;8;8
CAISN914N13_B_sp_Canada_BOLD_AAW7791;9;9;12;9;16;30;12;18;18;22;10;18;7;5;6;6;17;22;9;8;8
DNARA1511N21_Bosmina_Canada_BOLD_AEA3695;9;9;12;9;18;30;12;19;19;25;10;19;7;5;6;6;17;24;9;8;8
DNARA1513N21_Bosmina_Canada_BOLD_AEA3695;9;9;12;9;18;30;12;19;19;25;10;19;7;5;6;6;17;24;9;8;8
DNARA2094N21_Bosmina_Canada_BOLD_AEA3695;9;9;12;9;18;30;12;19;19;25;10;19;7;5;6;6;17;24;9;8;8
DNARA2096N21_Bosmina_Canada_BOLD_AEA3695;9;9;12;9;18;30;12;19;19;25;10;19;7;5;6;6;17;24;9;8;8
DNARA2097N21_Bosmina_Canada_BOLD_AEA3695;9;9;12;9;18;30;12;19;19;25;10;19;7;5;6;6;17;24;9;8;8
DNARA2325N21_Bosmina_Canada_BOLD_AEA3695;9;9;12;9;18;30;12;19;19;25;10;19;7;5;6;6;17;24;9;8;8
DNARA2326N21_Bosmina_Canada_BOLD_AEA3695;9;9;12;9;18;30;12;19;19;25;10;19;7;5;6;6;17;24;9;8;8
DNARA2371N21_Bosmina_Canada_BOLD_AEA3695;9;9;12;9;18;30;12;19;19;25;10;19;7;5;6;6;17;24;9;8;8
DNARA2372N21_Bosmina_Canada_BOLD_AEA3695;9;9;12;9;18;30;12;19;19;25;10;19;7;5;6;6;17;24;9;8;8
DNARA2373N21_Bosmina_Canada_BOLD_AEA3695;9;9;12;9;18;30;12;19;19;25;10;19;7;5;6;6;17;24;9;8;8
DNARA2374N21_Bosmina_Canada_BOLD_AEA3695;9;9;12;9;18;30;12;19;19;25;10;19;7;5;6;6;17;24;9;8;8
DNARA2375N21_Bosmina_Canada_BOLD_AEA3695;9;9;12;9;18;30;12;19;19;25;10;19;7;5;6;6;17;24;9;8;8
DNARA2952N21_Bosmina_Canada_BOLD_AEA3695;9;9;12;9;18;30;12;19;19;25;10;19;7;5;6;6;17;24;9;8;8
DNARA2953N21_Bosmina_Canada_BOLD_AEA3695;9;9;12;9;18;30;12;19;19;25;10;19;7;5;6;6;17;24;9;8;8
DNARA2954N21_Bosmina_Canada_BOLD_AEA3695;9;9;12;9;18;30;12;19;19;25;10;19;7;5;6;6;17;24;9;8;8
DNARA2955N21_Bosmina_Canada_BOLD_AEA3695;9;9;12;9;18;30;12;19;19;25;10;19;7;5;6;6;17;24;9;8;8
DNARA2956N21_Bosmina_Canada_BOLD_AEA3695;9;9;12;9;18;30;12;19;19;25;10;19;7;5;6;6;17;24;9;8;8
DNARA2957N21_Bosmina_Canada_BOLD_AEA3695;9;9;12;9;18;30;12;19;19;25;10;19;7;5;6;6;17;24;9;8;8
DNARC013N19_Bosmina_Canada_BOLD_AEA3695;9;9;12;9;18;30;12;19;19;25;10;19;7;5;6;6;17;24;9;8;8
DQ310635_B_sp1_JRdWN2005;9;9;12;9;16;30;12;18;18;22;10;18;7;5;6;6;17;22;9;8;8
DQ889083_B_sp_BOLD_AAW7791;9;9;12;9;16;30;12;18;18;22;10;18;7;5;6;6;17;22;9;8;8
GCHAR1120N19_Bosmina_Canada_BOLD_AEA3695;9;9;12;9;18;30;12;19;19;25;10;19;7;5;6;6;17;24;9;8;8
GCHAR1121N19_Bosmina_Canada_BOLD_AEA3695;9;9;12;9;18;30;12;19;19;25;10;19;7;5;6;6;17;24;9;8;8
GCHAR1122N19_Bosmina_Canada_BOLD_AEA3695;9;9;12;9;18;30;12;19;19;25;10;19;7;5;6;6;17;24;9;8;8
MG449616_B_sp;9;9;12;9;16;30;12;18;18;22;10;18;7;5;6;6;17;22;9;8;8
MH321381_Eubosmina_longispina;9;9;12;9;16;30;12;18;18;23;10;18;7;5;6;6;17;22;9;8;8
MH321382_Eubosmina_longispina;9;9;12;9;16;30;12;18;18;22;10;18;7;5;6;6;17;22;9;8;8
MH321383_Eubosmina_longispina;9;9;12;9;16;30;12;18;18;23;10;18;7;5;6;6;17;22;9;8;8
MH321384_Eubosmina_longispina;9;9;12;9;16;30;12;18;18;23;10;18;7;5;6;6;17;22;9;8;8
MH321385_Eubosmina_longispina;9;9;12;9;16;30;12;18;18;23;10;18;7;5;6;6;17;22;9;8;8
MH321386_Eubosmina_longispina;9;9;12;9;16;30;12;18;18;23;10;18;7;5;6;6;17;22;9;8;8
MH321387_Eubosmina_longispina;9;9;12;9;16;30;12;18;18;23;10;18;7;5;6;6;17;22;9;8;8
MH321388_Eubosmina_longispina;9;9;12;9;16;30;12;18;18;23;10;18;7;5;6;6;17;22;9;8;8
MH321389_Eubosmina_longispina;9;9;12;9;16;30;12;18;18;23;10;18;7;5;6;6;17;22;9;8;8
MH321390_Eubosmina_longispina;9;9;12;9;16;30;12;18;18;23;10;18;7;5;6;6;17;22;9;8;8
MH321391_Eubosmina_longispina;9;9;12;9;16;30;12;18;18;23;10;18;7;5;6;6;17;22;9;8;8
MH321392_Eubosmina_longispina;9;9;12;9;16;30;12;18;18;23;10;18;7;5;6;6;17;22;9;8;8
MH321393_Eubosmina_longispina;9;9;12;9;16;30;12;18;18;23;10;18;7;5;6;6;17;22;9;8;8
MH321394_Eubosmina_longispina;9;9;12;9;16;30;12;18;18;23;10;18;7;5;6;6;17;22;9;8;8
MH321395_Eubosmina_longispina;9;9;12;9;16;30;12;18;18;23;10;18;7;5;6;6;17;22;9;8;8
MH321396_Eubosmina_longispina;9;9;12;9;16;30;12;18;18;23;10;18;7;5;6;6;17;22;9;8;8
MZ964905_B_sp1;9;9;12;9;16;30;12;18;18;22;10;18;7;5;6;6;17;22;9;8;8
MZ964907_B_sp1;9;9;12;9;16;30;12;18;18;22;10;18;7;5;6;6;17;22;9;8;8
OP829924_B_cf_longispina;9;9;12;9;16;30;12;18;18;22;10;18;7;5;6;6;17;22;9;8;8
OP829977_B_cf_coregoni;9;9;12;9;16;30;12;18;18;22;10;18;7;5;6;6;17;22;9;8;8
OP830017_B_cf_longispina;9;9;12;9;16;30;12;18;18;22;10;18;7;5;6;6;17;22;9;8;8
OP830043_B_cf_coregoni;9;9;12;9;16;30;12;18;18;22;10;18;7;5;6;6;17;22;9;8;8
OP830119_B_cf_longispina;9;9;12;9;16;30;12;18;18;22;10;18;7;5;6;6;17;22;9;8;8
OP830246_B_cf_coregoni;9;9;12;9;16;30;12;18;18;22;10;18;7;5;6;6;17;22;9;8;8
OP830292_B_cf_longispina;9;9;12;9;16;30;12;18;18;22;10;18;7;5;6;6;17;22;9;8;8
ZOOPS187N18_B_cf_longispina_Finland_BOLD_AAW7791;9;9;12;9;16;30;12;18;18;22;10;18;7;5;6;6;17;22;9;8;8
ZOOPS188N18_B_cf_longispina_Finland_BOLD_ADR9483;9;9;12;9;17;30;12;18;18;24;10;18;7;5;6;6;17;23;9;8;8
COAPP328N13_Bosmina_Canada_BOLD_ACF9023;2;7;3;10;4;31;3;4;4;4;2;4;1;9;8;9;4;4;10;6;6
COAPP329N13_Bosmina_Canada_BOLD_ACF9023;2;7;3;10;4;31;3;4;4;4;2;4;1;9;8;9;4;4;10;6;6
COAPP559N13_Bosmina_Canada_BOLD_ACF9023;2;7;3;10;4;31;3;4;4;4;2;4;1;9;8;9;4;4;10;6;6
Liederobosmina_USA05a;2;7;3;10;4;31;3;4;4;4;2;4;1;9;8;9;4;4;10;6;6
Liederobosmina_USA08a;2;7;3;10;4;31;3;5;5;5;2;5;1;9;8;9;5;5;10;6;6
Liederobosmina_USA08b;2;7;3;10;4;31;3;5;5;5;2;5;1;9;8;9;5;5;10;6;6
Liederobosmina_USA11a;2;7;3;10;4;31;3;4;4;4;2;4;1;9;8;9;4;4;10;6;6
Liederobosmina_USA11b;2;7;3;10;4;31;3;4;4;4;2;4;1;9;8;9;4;4;10;6;6
Liederobosmina_USA11c;2;7;3;10;4;31;3;4;4;4;2;4;1;9;8;9;4;4;10;6;6
Liederobosmina_USA11d;2;7;3;10;4;31;3;4;4;4;2;4;1;9;8;9;4;4;10;6;6
Liederobosmina_USA11e;2;7;3;10;4;31;3;4;4;4;2;4;1;9;8;9;4;4;10;6;6
Liederobosmina_USA13a;2;7;3;10;4;31;3;4;4;4;2;4;1;9;8;9;4;4;10;6;6
Liederobosmina_USA14a;2;7;3;10;4;31;3;4;4;4;2;4;1;9;8;9;4;4;10;6;6
Liederobosmina_USA14b;2;7;3;10;4;31;3;4;4;4;2;4;1;9;8;9;4;4;10;6;6
Liederobosmina_USA20a;2;7;3;10;4;31;3;4;4;4;2;4;1;9;8;9;4;4;10;6;6
Liederobosmina_USA21a;2;7;3;10;4;31;3;4;4;4;2;4;1;9;8;9;4;4;10;6;6
Liederobosmina_USA21b;2;7;3;10;4;31;3;4;4;4;2;4;1;9;8;9;4;4;10;6;6
Liederobosmina_USA23a;2;7;3;10;4;31;3;4;4;4;2;4;1;9;8;9;4;4;10;6;6
DNARA1457N21_Bosmina_Canada_BOLD_AEN5568;13;10;16;11;31;32;16;27;30;41;14;28;8;6;3;3;22;29;11;9;9
DNARA1630N21_Bosmina_Canada_BOLD_AEN5568;13;10;16;11;31;32;16;27;30;41;14;28;8;6;3;3;22;29;11;9;9
DNARA1682N21_Bosmina_Canada_BOLD_AEN5568;13;10;16;11;31;32;16;27;30;41;14;28;8;6;3;3;22;29;11;9;9
DNARA1683N21_Bosmina_Canada_BOLD_AEN5568;13;10;16;11;31;32;16;27;30;41;14;28;8;6;3;3;22;29;11;9;9
DNARA1684N21_Bosmina_Canada_BOLD_AEN5568;13;10;16;11;31;32;16;27;30;41;14;28;8;6;3;3;22;29;11;9;9
DNARA1811N21_Bosmina_Canada_BOLD_AEN5568;13;10;16;11;31;32;16;27;30;41;14;28;8;6;3;3;22;29;11;9;9
DNARA1812N21_Bosmina_Canada_BOLD_AEN5568;13;10;16;11;31;32;16;27;30;41;14;28;8;6;3;3;22;29;11;9;9
DNARA1652N21_Bosmina_Canada_BOLD_AEN5581;13;10;18;12;33;33;18;29;32;43;16;30;8;6;3;3;22;31;12;10;10
DNARA1820N21_Bosmina_Canada_BOLD_AEN5581;13;10;18;12;33;33;18;29;32;43;16;30;8;6;3;3;22;31;12;10;10
DQ310636_B_sp2_JRdWN2005;6;4;9;13;10;34;9;13;14;16;7;13;3;10;9;11;13;17;13;11;11
Liederobosmina_huaronensis_Argentina01a;6;4;9;13;12;35;9;13;14;16;7;13;3;10;9;11;13;17;13;11;11
Liederobosmina_huaronensis_Argentina02e;6;4;9;13;10;34;9;13;14;16;7;13;3;10;9;11;13;17;13;11;11
Liederobosmina_huaronensis_Argentina02f;6;4;9;13;10;34;9;13;14;16;7;13;3;10;9;11;13;17;13;11;11
Liederobosmina_huaronensis_Argentina04a;6;4;9;13;10;34;9;13;14;16;7;13;3;10;9;11;13;17;13;11;11
Liederobosmina_huaronensis_Argentina05a;6;4;9;13;10;34;9;13;14;16;7;13;3;10;9;11;13;17;13;11;11
Liederobosmina_huaronensis_Argentina06a;6;4;9;13;10;34;9;13;14;16;7;13;3;10;9;11;13;17;13;11;11
ZTITI005N23_Bosmina_Peru_BOLD_AAW7826;6;4;9;13;11;36;9;13;14;17;7;13;3;10;9;11;13;17;13;11;11
ZTITI007N23_Bosmina_Peru_BOLD_AAW7826;6;4;9;13;11;36;9;13;14;17;7;13;3;10;9;11;13;17;13;11;11
ZTITI008N23_Bosmina_Peru_BOLD_AAW7826;6;4;9;13;11;36;9;13;14;17;7;13;3;10;9;11;13;17;13;11;11
ZTITI024N23_Bosmina_Peru_BOLD_AAW7826;6;4;9;13;11;36;9;13;14;17;7;13;3;10;9;11;13;17;13;11;11
ZTITI039N23_Bosmina_Peru_BOLD_AAW7826;6;4;9;13;11;36;9;13;14;17;7;13;3;10;9;11;13;17;13;11;11
ZTITI044N23_Bosmina_Peru_BOLD_AAW7826;6;4;9;13;11;36;9;13;14;17;7;13;3;10;9;11;13;17;13;11;11
ZTITI089N23_Bosmina_Peru_BOLD_AAW7826;6;4;9;13;11;36;9;13;14;17;7;13;3;10;9;11;13;17;13;11;11
ZTITI168N24_Bosmina_Peru_BOLD_AAW7826;6;4;9;13;11;36;9;13;14;17;7;13;3;10;9;11;13;17;13;11;11
ZTITI170N24_Bosmina_Peru_BOLD_AAW7826;6;4;9;13;11;36;9;13;14;17;7;13;3;10;9;11;13;17;13;11;11
ZTITI171N24_Bosmina_Peru_BOLD_AAW7826;6;4;9;13;11;36;9;13;14;17;7;13;3;10;9;11;13;17;13;11;11
ZTITI172N24_Bosmina_Peru_BOLD_AAW7826;6;4;9;13;11;36;9;13;14;17;7;13;3;10;9;11;13;17;13;11;11
ZTITI200N25_Bosmina_Peru_BOLD_AAW7826;6;4;9;13;11;36;9;13;14;17;7;13;3;10;9;11;13;17;13;11;11
ZTITI265N25_Bosmina_Peru_BOLD_AAW7826;6;4;9;13;11;36;9;13;14;17;7;13;3;10;9;11;13;17;13;11;11
ZTITI268N25_Bosmina_Peru_BOLD_AAW7826;6;4;9;13;11;36;9;13;14;17;7;13;3;10;9;11;13;17;13;11;11
ZTITI289N25_Bosmina_Peru_BOLD_AAW7826;6;4;9;13;11;36;9;13;14;17;7;13;3;10;9;11;13;17;13;11;11
ZTITI290N25_Bosmina_Peru_BOLD_AAW7826;6;4;9;13;11;36;9;13;14;17;7;13;3;10;9;11;13;17;13;11;11
ZTITI314N25_Bosmina_Peru_BOLD_AAW7826;6;4;9;13;11;36;9;13;14;17;7;13;3;10;9;11;13;17;13;11;11
ZTITI331N25_Bosmina_Peru_BOLD_AAW7826;6;4;9;13;11;36;9;13;14;17;7;13;3;10;9;11;13;17;13;11;11
EU702000_B_sp_BOLD_AAI4722;14;5;20;14;41;37;21;33;37;49;18;36;9;11;2;2;25;36;14;12;12
EU702001_B_sp_BOLD_AAI4722;14;5;20;14;41;37;21;33;37;49;18;36;9;11;2;2;25;36;14;12;12
KC508661_B_meridionalis;4;11;5;15;6;38;5;8;9;10;4;8;1;9;8;8;10;12;15;13;13
KC508662_B_meridionalis;4;11;5;15;6;38;5;8;9;10;4;8;1;9;8;8;10;12;15;13;13
Liederobosmina_meridionalis_Australia01a;4;11;5;15;6;38;5;9;9;11;4;9;1;9;8;8;10;13;15;13;13
Liederobosmina_meridionalis_Australia02a;4;11;5;15;6;38;5;8;9;10;4;8;1;9;8;8;10;12;15;13;13
Liederobosmina_meridionalis_Australia02b;4;11;5;15;6;38;5;8;9;10;4;8;1;9;8;8;10;12;15;13;13
KC616781_B_cf_liederi;15;6;22;16;43;39;23;35;39;51;19;38;10;7;2;2;27;38;16;14;14
KC616782_B_cf_liederi;15;6;22;16;43;39;23;35;39;51;19;38;10;7;2;2;27;38;16;14;14
KC616783_B_cf_liederi;15;6;22;16;43;39;23;35;39;51;19;38;10;7;2;2;27;38;16;14;14
KC616784_B_cf_liederi;15;6;22;16;43;39;23;35;39;51;19;38;10;7;2;2;27;38;16;14;14
KC616785_B_cf_liederi;15;6;22;16;43;39;23;35;39;51;19;38;10;7;2;2;27;38;16;14;14
KC617495_B_cf_liederi;15;6;22;16;43;39;23;35;39;51;19;38;10;7;2;2;27;38;16;14;14
KC617496_B_cf_liederi;15;6;22;16;43;39;23;35;39;51;19;38;10;7;2;2;27;38;16;14;14
KC617497_B_cf_liederi;15;6;22;16;43;39;23;35;39;51;19;38;10;7;2;2;27;38;16;14;14
KC617498_B_cf_liederi;15;6;22;16;43;39;23;35;39;51;19;38;10;7;2;2;27;38;16;14;14
KC617499_B_cf_liederi;15;6;22;16;43;39;23;35;39;51;19;38;10;7;2;2;27;38;16;14;14
KY091157_B_sp_Taihuzoo;16;12;23;17;44;40;24;36;40;52;20;39;11;8;1;1;28;39;17;15;15
LC215471_B_fatalis;16;12;23;17;44;40;24;36;40;52;20;39;11;8;1;1;28;39;17;15;15
LC215472_B_fatalis;16;12;23;17;44;40;24;36;40;52;20;39;11;8;1;1;28;39;17;15;15
LC215473_B_fatalis;16;12;23;17;44;40;24;36;40;52;20;39;11;8;1;1;28;39;17;15;15
LC215474_B_fatalis;16;12;23;17;44;40;24;36;40;52;20;39;11;8;1;1;28;39;17;15;15
LC215475_B_fatalis;16;12;23;17;44;40;24;36;40;52;20;39;11;8;1;1;28;39;17;15;15
MW770308_B_fatalis;16;12;23;17;44;40;24;36;40;52;20;39;11;8;1;1;28;39;17;15;15
LC215477_B_cf_longirostris;13;10;18;18;33;41;19;30;33;44;16;31;8;6;3;3;22;32;18;2;2
MW786945_B_fatalis;13;10;18;18;33;41;19;30;33;44;16;31;8;6;3;3;22;33;18;2;2
LC215478_B_cf_longirostris;13;10;17;19;32;42;17;28;31;42;15;29;8;6;3;3;22;30;19;16;16
LC215479_B_cf_longirostris;13;10;17;19;32;42;17;28;31;42;15;29;8;6;3;3;22;30;19;16;16
LC215480_B_cf_longirostris;13;10;17;19;32;42;17;28;31;42;15;29;8;6;3;3;22;30;19;16;16
Liederobosmina_american_longispina02;9;9;12;20;19;43;12;20;20;26;10;20;7;5;6;6;18;25;9;8;8
MG936043_B_sp;9;9;12;20;19;43;12;20;20;26;10;20;7;5;6;6;18;25;9;8;8
MG936238_B_sp;9;9;12;20;19;43;12;20;20;26;10;20;7;5;6;6;18;25;9;8;8
MG936240_B_sp;9;9;12;20;19;43;12;20;20;26;10;20;7;5;6;6;18;25;9;8;8
MG936261_B_sp;9;9;12;20;19;43;12;20;20;26;10;20;7;5;6;6;18;25;9;8;8
MG936530_B_sp;9;9;12;20;19;43;12;20;20;26;10;20;7;5;6;6;18;25;9;8;8
MG936534_B_sp;9;9;12;20;19;43;12;20;20;26;10;20;7;5;6;6;18;25;9;8;8
OP830153_B_cf_longispina;9;9;12;20;19;43;12;20;20;26;10;20;7;5;6;6;18;25;9;8;8
OP830166_B_cf_longispina;9;9;12;20;19;43;12;20;20;26;10;20;7;5;6;6;18;25;9;8;8
Liederobosmina_Argentina03a;5;13;6;21;7;44;6;10;10;12;5;10;2;1;7;7;11;14;20;17;17
Liederobosmina_Argentina03c;5;13;6;21;7;44;6;10;10;12;5;10;2;1;7;7;11;14;20;17;17
Liederobosmina_Argentina03d;5;13;6;21;7;44;6;10;10;12;5;10;2;1;7;7;11;14;20;17;17
Liederobosmina_Argentina03b;5;13;7;22;8;45;7;11;11;13;5;11;2;1;7;7;11;15;21;18;18
Liederobosmina_chilense_Argentina08a;3;14;4;23;5;46;4;6;7;8;3;6;1;9;8;8;9;9;22;19;13
Liederobosmina_chilense_Argentina08b;3;14;4;23;5;46;4;6;7;8;3;6;1;9;8;8;9;9;22;19;13
Liederobosmina_chilense_Argentina08c;3;14;4;23;5;46;4;6;7;8;3;6;1;9;8;8;9;9;22;19;13
Liederobosmina_chilense_Argentina08d;3;14;4;23;5;46;4;6;7;8;3;6;1;9;8;8;9;9;22;19;13
Liederobosmina_chilense_Argentina09a;3;14;4;23;5;46;4;7;8;9;3;7;1;9;8;8;9;10;22;19;13
Liederobosmina_chilense_Chile02a;3;14;4;23;5;46;4;7;8;9;3;7;1;9;8;8;9;11;22;19;13
Liederobosmina_tanakai02;10;15;13;24;20;47;13;21;21;27;11;21;12;15;4;4;19;26;23;20;19
Lunobosmina_oriens_USA11i;8;16;11;25;15;48;11;16;17;20;9;16;6;4;5;5;16;20;24;21;20
Lunobosmina_oriens_USA16a;8;16;11;25;15;48;11;17;17;21;9;17;6;4;5;5;16;21;24;21;20
Lunobosmina_oriens_USA16b;8;16;11;25;15;48;11;16;17;20;9;16;6;4;5;5;16;20;24;21;20
Lunobosmina_oriens_USA22a;8;16;11;25;15;48;11;16;17;20;9;16;6;4;5;5;16;20;24;21;20
ZPLV327N18_Bosmina_Colombia_BOLD_ADO6195;7;8;10;26;14;49;10;15;16;19;8;15;5;3;9;10;15;19;8;7;7
ZPLV328N18_Bosmina_Colombia_BOLD_ADO6195;7;8;10;26;14;49;10;15;16;19;8;15;5;3;9;10;15;19;8;7;7
ZPLV330N18_Bosmina_Colombia_BOLD_ADO6195;7;8;10;26;14;49;10;15;16;19;8;15;5;3;9;10;15;19;8;7;7
ZPLV333N18_Bosmina_Colombia_BOLD_ADO6195;7;8;10;26;14;49;10;15;16;19;8;15;5;3;9;10;15;19;8;7;7
ZPLV337N18_Bosmina_Colombia_BOLD_ADO6195;7;8;10;26;14;49;10;15;16;19;8;15;5;3;9;10;15;19;8;7;7
ZPLV371N18_Bosmina_Colombia_BOLD_ADO6195;7;8;10;26;14;49;10;15;16;19;8;15;5;3;9;10;15;19;8;7;7
